#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5834965	AMPLICON	151	14252135	PRJNA394790	SAMN07360637	Metagenome or environmental	7573281	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	2/9/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011373	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Aglyptodactylus	madagascariensis	Illumina MiSeq	Skin swab	18.93283 S 48.41312 E	AM2.AND	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	AM2.AND	DNA extracted from sample AM2.AND	SRP112703	2017-07-18T08:23:00Z	1
SRR5834966	AMPLICON	151	10311790	PRJNA394790	SAMN07360295	Metagenome or environmental	5483646	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011372	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	15.43585 S 49.83836 E	Anodonthyla.boulengeri.7.001.1267795	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Anodonthyla.boulengeri.7.001.1267795	DNA extracted from sample Anodonthyla.boulengeri.7.001.1267795	SRP112703	2017-07-18T08:23:00Z	1
SRR5834967	AMPLICON	151	8860982	PRJNA394790	SAMN07360355	Metagenome or environmental	4055447	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011371	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Anodonthyla	boulengeri	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Anodonthyla.boulengeri.7.034.1267770	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Anodonthyla.boulengeri.7.034.1267770	DNA extracted from sample Anodonthyla.boulengeri.7.034.1267770	SRP112703	2017-07-18T08:23:00Z	1
SRR5834968	AMPLICON	151	11519941	PRJNA394790	SAMN07360556	Metagenome or environmental	6046797	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011370	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr053.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr053.S2	DNA extracted from sample Fr053.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834969	AMPLICON	151	7253889	PRJNA394790	SAMN07360555	Metagenome or environmental	3247971	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011369	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr052.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr052.S2	DNA extracted from sample Fr052.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834970	AMPLICON	151	8851620	PRJNA394790	SAMN07360580	Metagenome or environmental	4199090	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011368	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantella	baroni	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr043.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr043.S2	DNA extracted from sample Fr043.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834971	AMPLICON	151	16305584	PRJNA394790	SAMN07360579	Metagenome or environmental	8981417	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011367	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantella	baroni	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr042.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr042.S2	DNA extracted from sample Fr042.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834972	AMPLICON	151	7000964	PRJNA394790	SAMN07360592	Metagenome or environmental	3479076	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011366	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr047.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr047.S2	DNA extracted from sample Fr047.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834973	AMPLICON	151	7705379	PRJNA394790	SAMN07360581	Metagenome or environmental	3602649	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011365	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantella	baroni	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr044.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr044.S2	DNA extracted from sample Fr044.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834974	AMPLICON	151	16576176	PRJNA394790	SAMN07360574	Metagenome or environmental	8912524	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011364	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Gephyromantis	blanci	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr049.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr049.S2	DNA extracted from sample Fr049.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834975	AMPLICON	151	5682734	PRJNA394790	SAMN07360593	Metagenome or environmental	2864003	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011363	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr048.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr048.S2	DNA extracted from sample Fr048.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834976	AMPLICON	151	11033872	PRJNA394790	SAMN07360554	Metagenome or environmental	5705482	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011362	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr051.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr051.S2	DNA extracted from sample Fr051.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834977	AMPLICON	151	14310270	PRJNA394790	SAMN07360564	Metagenome or environmental	7844910	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011361	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	obscurus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr050.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr050.S2	DNA extracted from sample Fr050.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834978	AMPLICON	151	5112256	PRJNA394790	SAMN07359735	Metagenome or environmental	2620513	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011360	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Spinomantis	bertini	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr088.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr088.S2	DNA extracted from sample Fr088.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834979	AMPLICON	151	12987208	PRJNA394790	SAMN07359736	Metagenome or environmental	6503471	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011359	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Spinomantis	bertini	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr089.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr089.S2	DNA extracted from sample Fr089.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834980	AMPLICON	151	10093746	PRJNA394790	SAMN07359730	Metagenome or environmental	4994504	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011358	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Boophis	popi	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr083.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr083.S2	DNA extracted from sample Fr083.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834981	AMPLICON	151	4088174	PRJNA394790	SAMN07359732	Metagenome or environmental	2126154	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011357	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Mantidactylus	biporus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr084.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr084.S2	DNA extracted from sample Fr084.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834982	AMPLICON	151	16967870	PRJNA394790	SAMN07359733	Metagenome or environmental	9152275	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011356	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Mantidactylus	biporus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr085.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr085.S2	DNA extracted from sample Fr085.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834983	AMPLICON	151	4002859	PRJNA394790	SAMN07359734	Metagenome or environmental	2068786	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011355	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Mantidactylus	biporus	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr086.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr086.S2	DNA extracted from sample Fr086.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834984	AMPLICON	151	11539118	PRJNA394790	SAMN07359744	Metagenome or environmental	5770263	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011354	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Spinomantis	elegans	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr079.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr079.S2	DNA extracted from sample Fr079.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834985	AMPLICON	151	2705618	PRJNA394790	SAMN07360583	Metagenome or environmental	1483179	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011353	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantella	baroni	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr080.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr080.S2	DNA extracted from sample Fr080.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834986	AMPLICON	151	13517369	PRJNA394790	SAMN07359745	Metagenome or environmental	6758618	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011352	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Spinomantis	elegans	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr081.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr081.S2	DNA extracted from sample Fr081.S2	SRP112703		
SRR5834987	AMPLICON	151	7034788	PRJNA394790	SAMN07359746	Metagenome or environmental	3325450	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/10/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011351	Madagascar	Africa	"Madagascar:PicIvohibe\	ElegansCave"	Spinomantis	elegans	Illumina MiSeq	Skin swab	22.5971 S 46.95758 E	Fr082.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr082.S2	DNA extracted from sample Fr082.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834988	AMPLICON	151	8503112	PRJNA394790	SAMN07360131	Metagenome or environmental	4095935	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011350	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.madagascariensis.3.079.1267772	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.madagascariensis.3.079.1267772	DNA extracted from sample Boophis.madagascariensis.3.079.1267772	SRP112703	2017-07-18T08:23:00Z	1
SRR5834989	AMPLICON	151	9151355	PRJNA394790	SAMN07360130	Metagenome or environmental	4471718	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011349	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.madagascariensis.3.078.1267778	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.madagascariensis.3.078.1267778	DNA extracted from sample Boophis.madagascariensis.3.078.1267778	SRP112703	2017-07-18T08:23:00Z	1
SRR5834990	AMPLICON	151	2883949	PRJNA394790	SAMN07360129	Metagenome or environmental	1531128	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011348	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.madagascariensis.3.077.1267615	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.madagascariensis.3.077.1267615	DNA extracted from sample Boophis.madagascariensis.3.077.1267615	SRP112703	2017-07-18T08:23:00Z	1
SRR5834991	AMPLICON	151	1909697	PRJNA394790	SAMN07359749	Metagenome or environmental	1077045	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/10/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011347	Madagascar	Africa	"Madagascar:Andasibe\	NP-Dam"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	18.9315 S 48.42907 E	Boophis.madagascariensis.2.046.1267685	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.madagascariensis.2.046.1267685	DNA extracted from sample Boophis.madagascariensis.2.046.1267685	SRP112703	2017-07-18T08:23:00Z	1
SRR5834992	AMPLICON	151	5712934	PRJNA394790	SAMN07360299	Metagenome or environmental	2934533	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011346	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.006.1267705	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.006.1267705	DNA extracted from sample Boophis.roseipalmatus.7.006.1267705	SRP112703	2017-07-18T08:23:00Z	1
SRR5834993	AMPLICON	151	7707644	PRJNA394790	SAMN07360298	Metagenome or environmental	3975498	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011345	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.005.1267650	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.005.1267650	DNA extracted from sample Boophis.roseipalmatus.7.005.1267650	SRP112703	2017-07-18T08:23:00Z	1
SRR5834994	AMPLICON	151	11702500	PRJNA394790	SAMN07360297	Metagenome or environmental	6144261	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011344	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.004.1267718	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.004.1267718	DNA extracted from sample Boophis.roseipalmatus.7.004.1267718	SRP112703	2017-07-18T08:23:00Z	1
SRR5834995	AMPLICON	151	11635154	PRJNA394790	SAMN07360296	Metagenome or environmental	6196896	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011343	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.003.1267762	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.003.1267762	DNA extracted from sample Boophis.roseipalmatus.7.003.1267762	SRP112703	2017-07-18T08:23:00Z	1
SRR5834996	AMPLICON	151	3003843	PRJNA394790	SAMN07360359	Metagenome or environmental	1584827	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011342	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.060.1267727	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.060.1267727	DNA extracted from sample Boophis.roseipalmatus.7.060.1267727	SRP112703	2017-07-18T08:23:00Z	1
SRR5834997	AMPLICON	151	2718453	PRJNA394790	SAMN07360300	Metagenome or environmental	1444786	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/3/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011341	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.007.1267781	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.007.1267781	DNA extracted from sample Boophis.roseipalmatus.7.007.1267781	SRP112703	2017-07-18T08:23:00Z	1
SRR5834998	AMPLICON	151	4646270	PRJNA394790	SAMN07359912	Metagenome or environmental	2421365	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/16/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011340	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	tasymena	Illumina MiSeq	Skin swab	18.92711 S 48.41569 E	Boophis.tasymena.1.073.1267797	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.tasymena.1.073.1267797	DNA extracted from sample Boophis.tasymena.1.073.1267797	SRP112703	2017-07-18T08:23:00Z	1
SRR5834999	AMPLICON	151	8049206	PRJNA394790	SAMN07359913	Metagenome or environmental	4142941	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/16/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011339	Madagascar	Africa	"Madagascar:Andasibe\	MitsinjoForest"	Boophis	tasymena	Illumina MiSeq	Skin swab	18.92711 S 48.41569 E	Boophis.tasymena.1.074.1267699	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.tasymena.1.074.1267699	DNA extracted from sample Boophis.tasymena.1.074.1267699	SRP112703	2017-07-18T08:23:00Z	1
SRR5835000	AMPLICON	151	9566756	PRJNA394790	SAMN07360360	Metagenome or environmental	4832793	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011338	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.061.1267785	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.061.1267785	DNA extracted from sample Boophis.roseipalmatus.7.061.1267785	SRP112703	2017-07-18T08:23:00Z	1
SRR5835001	AMPLICON	151	2001807	PRJNA394790	SAMN07360361	Metagenome or environmental	1078927	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011337	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.062.1267641	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.062.1267641	DNA extracted from sample Boophis.roseipalmatus.7.062.1267641	SRP112703	2017-07-18T08:23:00Z	1
SRR5835002	AMPLICON	151	4683114	PRJNA394790	SAMN07360362	Metagenome or environmental	2473495	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011336	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.063.1267716	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.063.1267716	DNA extracted from sample Boophis.roseipalmatus.7.063.1267716	SRP112703	2017-07-18T08:24:00Z	1
SRR5835003	AMPLICON	151	9198165	PRJNA394790	SAMN07360363	Metagenome or environmental	4857118	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011335	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Boophis	roseipalmatus	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Boophis.roseipalmatus.7.064.1267788	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.roseipalmatus.7.064.1267788	DNA extracted from sample Boophis.roseipalmatus.7.064.1267788	SRP112703	2017-07-18T08:23:00Z	1
